id,sku,name,category_id,brand,price,tax_percent,status,visibility,product_type,created_at
786,G2IL-00050-001,Off-White  54 Chiffon Gala Bag,1,Off-White,314.4,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
787,G2IL-00050-002,Off-White  54 Chiffon Casual Chic Bag,8,Off-White,99.25,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
788,G2IL-00050-003,Off-White  54 Chiffon Minimalist Bag,9,Off-White,194.47,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
789,G2IL-00050-004,Off-White  54 Chiffon Corporate Bag,8,Off-White,320.99,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
790,G2IL-00050-005,Off-White  54 Chiffon Traditional Bag,7,Off-White,191.57,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
791,G2IL-00050-006,Off-White  25 Chiffon Gala Bag,2,Off-White,401.77,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
792,G2IL-00050-007,Off-White  25 Chiffon Casual Chic Bag,8,Off-White,242.33,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
793,G2IL-00050-008,Off-White  25 Chiffon Minimalist Bag,4,Off-White,24.36,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
794,G2IL-00050-009,Off-White  25 Chiffon Corporate Bag,7,Off-White,164.09,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
795,G2IL-00050-010,Off-White  25 Chiffon Traditional Bag,5,Off-White,93.28,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
796,G2IL-00050-011,Off-White  37 Chiffon Gala Bag,1,Off-White,90.94,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
797,G2IL-00050-012,Off-White  37 Chiffon Casual Chic Bag,9,Off-White,12.43,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
798,G2IL-00050-013,Off-White  37 Chiffon Minimalist Bag,5,Off-White,388.72,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
799,G2IL-00050-014,Off-White  37 Chiffon Corporate Bag,8,Off-White,476.08,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
800,G2IL-00050-015,Off-White  37 Chiffon Traditional Bag,4,Off-White,192.25,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
801,G2IL-00051,Urban Outfitters Unisex 56 Cotton Youth Bag,7,Urban Outfitters,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
802,G2IL-00051-001,Urban Outfitters Unisex 56 Cotton Youth Bag,6,Urban Outfitters,402.03,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
803,G2IL-00051-002,Urban Outfitters Unisex 56 Cotton Cultural Bag,10,Urban Outfitters,136.14,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
804,G2IL-00051-003,Urban Outfitters Unisex 56 Cotton Fitted Bag,8,Urban Outfitters,112.75,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
805,G2IL-00051-004,Urban Outfitters Unisex 56 Cotton Sleepwear Bag,10,Urban Outfitters,404.28,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
806,G2IL-00051-005,Urban Outfitters Unisex 56 Cotton Casual Chic Bag,2,Urban Outfitters,239.81,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
807,G2IL-00051-006,Urban Outfitters Unisex 44 Cotton Youth Bag,6,Urban Outfitters,77.73,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
808,G2IL-00051-007,Urban Outfitters Unisex 44 Cotton Cultural Bag,10,Urban Outfitters,353.43,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
809,G2IL-00051-008,Urban Outfitters Unisex 44 Cotton Fitted Bag,1,Urban Outfitters,461.17,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
810,G2IL-00051-009,Urban Outfitters Unisex 44 Cotton Sleepwear Bag,10,Urban Outfitters,436.11,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
811,G2IL-00051-010,Urban Outfitters Unisex 44 Cotton Casual Chic Bag,10,Urban Outfitters,37.67,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
812,G2IL-00051-011,Urban Outfitters Unisex 34 Cotton Youth Bag,2,Urban Outfitters,316.89,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
813,G2IL-00051-012,Urban Outfitters Unisex 34 Cotton Cultural Bag,10,Urban Outfitters,112.85,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
814,G2IL-00051-013,Urban Outfitters Unisex 34 Cotton Fitted Bag,7,Urban Outfitters,34.47,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
815,G2IL-00051-014,Urban Outfitters Unisex 34 Cotton Sleepwear Bag,4,Urban Outfitters,98.36,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
816,G2IL-00051-015,Urban Outfitters Unisex 34 Cotton Casual Chic Bag,1,Urban Outfitters,485.05,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
817,G2IL-00052,Balmain Women's 44 Tencel / Lyocell Business Casual Bag,3,Balmain,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
818,G2IL-00052-001,Balmain Women's 44 Tencel / Lyocell Business Casual Bag,6,Balmain,318.17,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
819,G2IL-00052-002,Balmain Women's 44 Tencel / Lyocell Gym Bag,2,Balmain,335.17,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
820,G2IL-00052-003,Balmain Women's 44 Tencel / Lyocell Rock Bag,5,Balmain,307.03,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
821,G2IL-00052-004,Balmain Women's 44 Tencel / Lyocell Capsule Wardrobe Bag,4,Balmain,481.6,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
822,G2IL-00052-005,Balmain Women's 44 Tencel / Lyocell Retro 70s Bag,4,Balmain,263.66,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
823,G2IL-00052-006,Balmain Women's 60 Tencel / Lyocell Business Casual Bag,5,Balmain,90.84,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
824,G2IL-00052-007,Balmain Women's 60 Tencel / Lyocell Gym Bag,9,Balmain,225.31,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
825,G2IL-00052-008,Balmain Women's 60 Tencel / Lyocell Rock Bag,4,Balmain,68.51,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
826,G2IL-00052-009,Balmain Women's 60 Tencel / Lyocell Capsule Wardrobe Bag,8,Balmain,34.87,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
827,G2IL-00052-010,Balmain Women's 60 Tencel / Lyocell Retro 70s Bag,3,Balmain,452.13,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
828,G2IL-00052-011,Balmain Women's 38 Tencel / Lyocell Business Casual Bag,1,Balmain,136.8,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
829,G2IL-00052-012,Balmain Women's 38 Tencel / Lyocell Gym Bag,2,Balmain,114.83,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
830,G2IL-00052-013,Balmain Women's 38 Tencel / Lyocell Rock Bag,5,Balmain,285.97,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
831,G2IL-00052-014,Balmain Women's 38 Tencel / Lyocell Capsule Wardrobe Bag,9,Balmain,393.94,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
832,G2IL-00052-015,Balmain Women's 38 Tencel / Lyocell Retro 70s Bag,9,Balmain,159.95,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
833,G2IL-00053,Moncler  48 Alcantara Athleisure Bag,3,Moncler,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
834,G2IL-00053-001,Moncler  48 Alcantara Athleisure Bag,10,Moncler,175.28,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
835,G2IL-00053-002,Moncler  48 Alcantara Business Casual Bag,6,Moncler,94.47,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
836,G2IL-00053-003,Moncler  48 Alcantara Cozy Bag,10,Moncler,373.78,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
837,G2IL-00053-004,Moncler  48 Alcantara Breathable Bag,10,Moncler,55.31,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
838,G2IL-00053-005,Moncler  48 Alcantara Vintage Bag,6,Moncler,435.4,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
839,G2IL-00053-006,Moncler  58 Alcantara Athleisure Bag,4,Moncler,13.88,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
840,G2IL-00053-007,Moncler  58 Alcantara Business Casual Bag,1,Moncler,350.31,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
841,G2IL-00053-008,Moncler  58 Alcantara Cozy Bag,6,Moncler,199.68,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
842,G2IL-00053-009,Moncler  58 Alcantara Breathable Bag,7,Moncler,47.03,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
843,G2IL-00053-010,Moncler  58 Alcantara Vintage Bag,7,Moncler,211.67,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
844,G2IL-00053-011,Moncler  25 Alcantara Athleisure Bag,4,Moncler,40.79,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
845,G2IL-00053-012,Moncler  25 Alcantara Business Casual Bag,10,Moncler,237.13,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
846,G2IL-00053-013,Moncler  25 Alcantara Cozy Bag,4,Moncler,488.21,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
847,G2IL-00053-014,Moncler  25 Alcantara Breathable Bag,4,Moncler,368.32,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
848,G2IL-00053-015,Moncler  25 Alcantara Vintage Bag,2,Moncler,475.99,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
849,G2IL-00054,Céline Unisex 25 Bamboo Fiber Classic Bag,8,Céline,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
850,G2IL-00054-001,Céline Unisex 25 Bamboo Fiber Classic Bag,5,Céline,275.81,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
851,G2IL-00054-002,Céline Unisex 25 Bamboo Fiber Beachwear Bag,2,Céline,491.79,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
852,G2IL-00054-003,Céline Unisex 25 Bamboo Fiber Swimwear Bag,9,Céline,407.5,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
853,G2IL-00054-004,Céline Unisex 25 Bamboo Fiber Cashmere Bag,9,Céline,352.87,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
854,G2IL-00054-005,Céline Unisex 25 Bamboo Fiber Cotton style Bag,3,Céline,451.52,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
855,G2IL-00054-006,Céline Unisex 39 Bamboo Fiber Classic Bag,9,Céline,204.27,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
856,G2IL-00054-007,Céline Unisex 39 Bamboo Fiber Beachwear Bag,9,Céline,496.28,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
857,G2IL-00054-008,Céline Unisex 39 Bamboo Fiber Swimwear Bag,6,Céline,194.21,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
858,G2IL-00054-009,Céline Unisex 39 Bamboo Fiber Cashmere Bag,10,Céline,285.86,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
859,G2IL-00054-010,Céline Unisex 39 Bamboo Fiber Cotton style Bag,7,Céline,453.09,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
860,G2IL-00054-011,Céline Unisex 41 Bamboo Fiber Classic Bag,6,Céline,371.23,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
861,G2IL-00054-012,Céline Unisex 41 Bamboo Fiber Beachwear Bag,10,Céline,472.21,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
862,G2IL-00054-013,Céline Unisex 41 Bamboo Fiber Swimwear Bag,4,Céline,428.11,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
863,G2IL-00054-014,Céline Unisex 41 Bamboo Fiber Cashmere Bag,5,Céline,182.36,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
864,G2IL-00054-015,Céline Unisex 41 Bamboo Fiber Cotton style Bag,3,Céline,281.0,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
865,G2IL-00055,H&M  30 Leatherette Office Bag,5,H&M,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
866,G2IL-00055-001,H&M  30 Leatherette Office Bag,8,H&M,483.77,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
867,G2IL-00055-002,H&M  30 Leatherette Bohemian Bag,8,H&M,171.82,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
868,G2IL-00055-003,H&M  30 Leatherette Retro 70s Bag,4,H&M,404.78,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
869,G2IL-00055-004,H&M  30 Leatherette Cozy Bag,8,H&M,300.57,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
870,G2IL-00055-005,H&M  30 Leatherette Modern Bag,8,H&M,295.05,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
871,G2IL-00055-006,H&M  54 Leatherette Office Bag,9,H&M,71.56,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
872,G2IL-00055-007,H&M  54 Leatherette Bohemian Bag,9,H&M,129.22,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
873,G2IL-00055-008,H&M  54 Leatherette Retro 70s Bag,3,H&M,17.85,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
874,G2IL-00055-009,H&M  54 Leatherette Cozy Bag,3,H&M,199.73,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
875,G2IL-00055-010,H&M  54 Leatherette Modern Bag,7,H&M,462.48,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
876,G2IL-00055-011,H&M  57 Leatherette Office Bag,8,H&M,190.9,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
877,G2IL-00055-012,H&M  57 Leatherette Bohemian Bag,1,H&M,312.22,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
878,G2IL-00055-013,H&M  57 Leatherette Retro 70s Bag,1,H&M,210.67,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
879,G2IL-00055-014,H&M  57 Leatherette Cozy Bag,2,H&M,355.19,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
880,G2IL-00055-015,H&M  57 Leatherette Modern Bag,8,H&M,497.41,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
881,G2IL-00056,Givenchy Unisex 26 Cotton Casual Chic Bag,5,Givenchy,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
882,G2IL-00056-001,Givenchy Unisex 26 Cotton Casual Chic Bag,3,Givenchy,207.39,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
883,G2IL-00056-002,Givenchy Unisex 26 Cotton Retro 70s Bag,3,Givenchy,478.76,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
884,G2IL-00056-003,Givenchy Unisex 26 Cotton Swimwear Bag,8,Givenchy,190.63,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
885,G2IL-00056-004,Givenchy Unisex 26 Cotton Fitted Bag,8,Givenchy,118.79,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
886,G2IL-00056-005,Givenchy Unisex 26 Cotton Loungewear Bag,4,Givenchy,157.22,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
887,G2IL-00056-006,Givenchy Unisex 55 Cotton Casual Chic Bag,5,Givenchy,133.39,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
888,G2IL-00056-007,Givenchy Unisex 55 Cotton Retro 70s Bag,3,Givenchy,494.49,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
889,G2IL-00056-008,Givenchy Unisex 55 Cotton Swimwear Bag,5,Givenchy,425.92,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
890,G2IL-00056-009,Givenchy Unisex 55 Cotton Fitted Bag,1,Givenchy,297.73,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
891,G2IL-00056-010,Givenchy Unisex 55 Cotton Loungewear Bag,10,Givenchy,87.16,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
892,G2IL-00056-011,Givenchy Unisex 57 Cotton Casual Chic Bag,9,Givenchy,447.42,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
893,G2IL-00056-012,Givenchy Unisex 57 Cotton Retro 70s Bag,1,Givenchy,35.42,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
894,G2IL-00056-013,Givenchy Unisex 57 Cotton Swimwear Bag,1,Givenchy,222.58,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
895,G2IL-00056-014,Givenchy Unisex 57 Cotton Fitted Bag,8,Givenchy,113.56,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
896,G2IL-00056-015,Givenchy Unisex 57 Cotton Loungewear Bag,7,Givenchy,396.75,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
897,G2IL-00057,Bottega Veneta Unisex 41 Taffeta Effortless Bag,9,Bottega Veneta,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
898,G2IL-00057-001,Bottega Veneta Unisex 41 Taffeta Effortless Bag,6,Bottega Veneta,48.38,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
899,G2IL-00057-002,Bottega Veneta Unisex 41 Taffeta Traditional Bag,8,Bottega Veneta,481.67,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
900,G2IL-00057-003,Bottega Veneta Unisex 41 Taffeta Summer Bag,7,Bottega Veneta,350.62,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
901,G2IL-00057-004,Bottega Veneta Unisex 41 Taffeta Slim-fit Bag,5,Bottega Veneta,395.14,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
902,G2IL-00057-005,Bottega Veneta Unisex 41 Taffeta Oversized Bag,7,Bottega Veneta,248.33,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
903,G2IL-00057-006,Bottega Veneta Unisex 59 Taffeta Effortless Bag,9,Bottega Veneta,33.81,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
904,G2IL-00057-007,Bottega Veneta Unisex 59 Taffeta Traditional Bag,1,Bottega Veneta,320.96,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
905,G2IL-00057-008,Bottega Veneta Unisex 59 Taffeta Summer Bag,4,Bottega Veneta,34.5,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
906,G2IL-00057-009,Bottega Veneta Unisex 59 Taffeta Slim-fit Bag,2,Bottega Veneta,455.35,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
907,G2IL-00057-010,Bottega Veneta Unisex 59 Taffeta Oversized Bag,10,Bottega Veneta,353.77,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
908,G2IL-00057-011,Bottega Veneta Unisex 53 Taffeta Effortless Bag,7,Bottega Veneta,24.9,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
909,G2IL-00057-012,Bottega Veneta Unisex 53 Taffeta Traditional Bag,8,Bottega Veneta,415.95,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
910,G2IL-00057-013,Bottega Veneta Unisex 53 Taffeta Summer Bag,6,Bottega Veneta,156.74,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
911,G2IL-00057-014,Bottega Veneta Unisex 53 Taffeta Slim-fit Bag,1,Bottega Veneta,430.22,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
912,G2IL-00057-015,Bottega Veneta Unisex 53 Taffeta Oversized Bag,7,Bottega Veneta,281.16,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
913,G2IL-00058,Moschino Kid's 56 Lycra Resort Bag,5,Moschino,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
914,G2IL-00058-001,Moschino Kid's 56 Lycra Resort Bag,10,Moschino,169.2,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
915,G2IL-00058-002,Moschino Kid's 56 Lycra Sleepwear Bag,3,Moschino,463.0,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
916,G2IL-00058-003,Moschino Kid's 56 Lycra Retro 60s Bag,2,Moschino,341.66,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
917,G2IL-00058-004,Moschino Kid's 56 Lycra Statement Bag,3,Moschino,438.65,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
918,G2IL-00058-005,Moschino Kid's 56 Lycra Kawaii Bag,9,Moschino,486.4,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
919,G2IL-00058-006,Moschino Kid's 45 Lycra Resort Bag,2,Moschino,424.66,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
920,G2IL-00058-007,Moschino Kid's 45 Lycra Sleepwear Bag,8,Moschino,201.57,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
921,G2IL-00058-008,Moschino Kid's 45 Lycra Retro 60s Bag,2,Moschino,424.96,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
922,G2IL-00058-009,Moschino Kid's 45 Lycra Statement Bag,1,Moschino,343.05,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
923,G2IL-00058-010,Moschino Kid's 45 Lycra Kawaii Bag,4,Moschino,20.81,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
924,G2IL-00058-011,Moschino Kid's 42 Lycra Resort Bag,5,Moschino,251.41,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
925,G2IL-00058-012,Moschino Kid's 42 Lycra Sleepwear Bag,7,Moschino,226.03,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
926,G2IL-00058-013,Moschino Kid's 42 Lycra Retro 60s Bag,7,Moschino,249.34,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
927,G2IL-00058-014,Moschino Kid's 42 Lycra Statement Bag,3,Moschino,240.27,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
928,G2IL-00058-015,Moschino Kid's 42 Lycra Kawaii Bag,7,Moschino,489.79,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
929,G2IL-00059,Levi’s Unisex 50 Spandex Minimal Bag,1,Levi’s,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
930,G2IL-00059-001,Levi’s Unisex 50 Spandex Minimal Bag,4,Levi’s,40.67,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
931,G2IL-00059-002,Levi’s Unisex 50 Spandex Rock Bag,4,Levi’s,104.47,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
932,G2IL-00059-003,Levi’s Unisex 50 Spandex Grunge Bag,8,Levi’s,142.18,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
933,G2IL-00059-004,Levi’s Unisex 50 Spandex Modern Bag,3,Levi’s,490.73,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
934,G2IL-00059-005,Levi’s Unisex 50 Spandex Fitted Bag,1,Levi’s,71.73,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
935,G2IL-00059-006,Levi’s Unisex 52 Spandex Minimal Bag,6,Levi’s,409.73,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
936,G2IL-00059-007,Levi’s Unisex 52 Spandex Rock Bag,6,Levi’s,183.56,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
937,G2IL-00059-008,Levi’s Unisex 52 Spandex Grunge Bag,7,Levi’s,125.33,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
938,G2IL-00059-009,Levi’s Unisex 52 Spandex Modern Bag,3,Levi’s,254.58,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
939,G2IL-00059-010,Levi’s Unisex 52 Spandex Fitted Bag,7,Levi’s,22.88,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
940,G2IL-00059-011,Levi’s Unisex 57 Spandex Minimal Bag,4,Levi’s,328.45,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
941,G2IL-00059-012,Levi’s Unisex 57 Spandex Rock Bag,7,Levi’s,236.89,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
942,G2IL-00059-013,Levi’s Unisex 57 Spandex Grunge Bag,9,Levi’s,357.47,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
943,G2IL-00059-014,Levi’s Unisex 57 Spandex Modern Bag,7,Levi’s,142.78,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
944,G2IL-00059-015,Levi’s Unisex 57 Spandex Fitted Bag,6,Levi’s,104.54,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
945,G2IL-00060,Burberry Kid's 47 Silk Cute Bag,7,Burberry,0.0,10,Enabled,"Catalog, Search",configurable,2024-01-01 00:00:00
946,G2IL-00060-001,Burberry Kid's 47 Silk Cute Bag,1,Burberry,486.54,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
947,G2IL-00060-002,Burberry Kid's 47 Silk Dashiki-style Bag,4,Burberry,167.24,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
948,G2IL-00060-003,Burberry Kid's 47 Silk Waterproof Bag,10,Burberry,165.3,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
949,G2IL-00060-004,Burberry Kid's 47 Silk Office Bag,10,Burberry,274.86,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
950,G2IL-00060-005,Burberry Kid's 47 Silk Gym Bag,2,Burberry,261.59,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
951,G2IL-00060-006,Burberry Kid's 41 Silk Cute Bag,10,Burberry,233.44,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
952,G2IL-00060-007,Burberry Kid's 41 Silk Dashiki-style Bag,7,Burberry,92.45,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
953,G2IL-00060-008,Burberry Kid's 41 Silk Waterproof Bag,3,Burberry,331.41,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
954,G2IL-00060-009,Burberry Kid's 41 Silk Office Bag,6,Burberry,335.24,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
955,G2IL-00060-010,Burberry Kid's 41 Silk Gym Bag,4,Burberry,101.38,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
956,G2IL-00060-011,Burberry Kid's 39 Silk Cute Bag,2,Burberry,404.47,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
957,G2IL-00060-012,Burberry Kid's 39 Silk Dashiki-style Bag,10,Burberry,264.49,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
958,G2IL-00060-013,Burberry Kid's 39 Silk Waterproof Bag,1,Burberry,404.37,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
959,G2IL-00060-014,Burberry Kid's 39 Silk Office Bag,10,Burberry,215.0,10,Enabled,Not Visible Individually,simple,2024-01-01 00:00:00
