id,product_id,warehouse_id,warehouse_name,stock_status,stock_quantity
1155,459,2,East Coast Distribution Center,Out of Stock,0
1156,459,3,West Coast Distribution Center,Low Stock,3
1157,460,2,East Coast Distribution Center,Out of Stock,0
1158,460,1,Main Warehouse,In Stock,809
1159,460,3,West Coast Distribution Center,Out of Stock,0
1160,461,3,West Coast Distribution Center,Low Stock,10
1161,461,2,East Coast Distribution Center,In Stock,577
1162,462,2,East Coast Distribution Center,Low Stock,2
1163,462,1,Main Warehouse,In Stock,808
1164,462,3,West Coast Distribution Center,Out of Stock,0
1165,463,2,East Coast Distribution Center,Out of Stock,0
1166,464,2,East Coast Distribution Center,Low Stock,9
1167,465,1,Main Warehouse,Out of Stock,0
1168,465,3,West Coast Distribution Center,Out of Stock,0
1169,465,2,East Coast Distribution Center,Out of Stock,0
1170,466,2,East Coast Distribution Center,Out of Stock,0
1171,467,3,West Coast Distribution Center,In Stock,302
1172,467,2,East Coast Distribution Center,Low Stock,8
1173,467,1,Main Warehouse,In Stock,59
1174,468,3,West Coast Distribution Center,Out of Stock,0
1175,469,1,Main Warehouse,Out of Stock,0
1176,469,3,West Coast Distribution Center,In Stock,389
1177,469,2,East Coast Distribution Center,Out of Stock,0
1178,470,2,East Coast Distribution Center,Low Stock,10
1179,470,1,Main Warehouse,Out of Stock,0
1180,471,3,West Coast Distribution Center,Low Stock,9
1181,471,1,Main Warehouse,Out of Stock,0
1182,472,3,West Coast Distribution Center,Out of Stock,0
1183,472,2,East Coast Distribution Center,Low Stock,9
1184,473,2,East Coast Distribution Center,Out of Stock,0
1185,474,2,East Coast Distribution Center,Low Stock,10
1186,474,3,West Coast Distribution Center,Out of Stock,0
1187,474,1,Main Warehouse,Low Stock,9
1188,475,1,Main Warehouse,Low Stock,3
1189,476,3,West Coast Distribution Center,In Stock,225
1190,477,3,West Coast Distribution Center,Out of Stock,0
1191,477,2,East Coast Distribution Center,Low Stock,1
1192,477,1,Main Warehouse,Out of Stock,0
1193,478,1,Main Warehouse,Low Stock,9
1194,478,2,East Coast Distribution Center,Low Stock,8
1195,479,3,West Coast Distribution Center,In Stock,733
1196,479,2,East Coast Distribution Center,Out of Stock,0
1197,480,3,West Coast Distribution Center,In Stock,97
1198,480,1,Main Warehouse,Out of Stock,0
1199,480,2,East Coast Distribution Center,Out of Stock,0
1200,481,2,East Coast Distribution Center,Out of Stock,0
1201,482,1,Main Warehouse,In Stock,508
1202,482,2,East Coast Distribution Center,Out of Stock,0
1203,483,2,East Coast Distribution Center,Out of Stock,0
1204,484,1,Main Warehouse,Low Stock,6
1205,484,3,West Coast Distribution Center,In Stock,841
1206,484,2,East Coast Distribution Center,Low Stock,2
1207,485,1,Main Warehouse,In Stock,762
1208,486,3,West Coast Distribution Center,Out of Stock,0
1209,486,2,East Coast Distribution Center,Low Stock,4
1210,486,1,Main Warehouse,Low Stock,6
1211,487,3,West Coast Distribution Center,Out of Stock,0
1212,487,2,East Coast Distribution Center,Out of Stock,0
1213,487,1,Main Warehouse,In Stock,671
1214,488,1,Main Warehouse,Low Stock,2
1215,488,2,East Coast Distribution Center,Low Stock,8
1216,489,2,East Coast Distribution Center,Low Stock,1
1217,489,1,Main Warehouse,Low Stock,2
1218,490,2,East Coast Distribution Center,Out of Stock,0
1219,490,1,Main Warehouse,In Stock,508
1220,491,2,East Coast Distribution Center,Low Stock,3
1221,491,3,West Coast Distribution Center,In Stock,929
1222,492,3,West Coast Distribution Center,In Stock,974
1223,492,2,East Coast Distribution Center,Low Stock,5
1224,492,1,Main Warehouse,Out of Stock,0
1225,493,3,West Coast Distribution Center,Out of Stock,0
1226,493,1,Main Warehouse,Low Stock,4
1227,494,1,Main Warehouse,In Stock,288
1228,494,2,East Coast Distribution Center,In Stock,481
1229,494,3,West Coast Distribution Center,In Stock,937
1230,495,3,West Coast Distribution Center,Out of Stock,0
1231,496,1,Main Warehouse,Out of Stock,0
1232,496,3,West Coast Distribution Center,Out of Stock,0
1233,497,2,East Coast Distribution Center,Low Stock,9
1234,498,2,East Coast Distribution Center,Out of Stock,0
1235,499,2,East Coast Distribution Center,Low Stock,7
1236,500,1,Main Warehouse,In Stock,975
1237,500,3,West Coast Distribution Center,In Stock,799
1238,501,1,Main Warehouse,Low Stock,6
1239,502,1,Main Warehouse,Out of Stock,0
1240,502,2,East Coast Distribution Center,Out of Stock,0
1241,503,2,East Coast Distribution Center,Out of Stock,0
1242,503,3,West Coast Distribution Center,Low Stock,8
1243,504,2,East Coast Distribution Center,In Stock,872
1244,505,2,East Coast Distribution Center,Low Stock,4
1245,506,3,West Coast Distribution Center,Out of Stock,0
1246,506,1,Main Warehouse,Out of Stock,0
1247,506,2,East Coast Distribution Center,Out of Stock,0
1248,507,2,East Coast Distribution Center,Out of Stock,0
1249,508,1,Main Warehouse,Out of Stock,0
1250,508,2,East Coast Distribution Center,Low Stock,9
1251,508,3,West Coast Distribution Center,Out of Stock,0
1252,509,3,West Coast Distribution Center,In Stock,527
1253,509,1,Main Warehouse,Out of Stock,0
1254,510,1,Main Warehouse,In Stock,336
1255,510,2,East Coast Distribution Center,In Stock,845
1256,510,3,West Coast Distribution Center,In Stock,743
1257,511,3,West Coast Distribution Center,Low Stock,7
1258,511,2,East Coast Distribution Center,Out of Stock,0
1259,511,1,Main Warehouse,Out of Stock,0
1260,512,2,East Coast Distribution Center,Out of Stock,0
1261,512,1,Main Warehouse,Low Stock,4
1262,513,1,Main Warehouse,Low Stock,8
1263,514,2,East Coast Distribution Center,Low Stock,2
1264,514,1,Main Warehouse,In Stock,559
1265,514,3,West Coast Distribution Center,In Stock,992
1266,515,1,Main Warehouse,In Stock,677
1267,515,2,East Coast Distribution Center,In Stock,800
1268,515,3,West Coast Distribution Center,In Stock,240
1269,516,3,West Coast Distribution Center,Low Stock,3
1270,516,2,East Coast Distribution Center,In Stock,407
1271,516,1,Main Warehouse,In Stock,716
1272,517,1,Main Warehouse,Out of Stock,0
1273,517,3,West Coast Distribution Center,Out of Stock,0
1274,517,2,East Coast Distribution Center,Out of Stock,0
1275,518,2,East Coast Distribution Center,Low Stock,5
1276,518,3,West Coast Distribution Center,Low Stock,4
1277,518,1,Main Warehouse,Out of Stock,0
1278,519,1,Main Warehouse,Out of Stock,0
1279,519,3,West Coast Distribution Center,Low Stock,10
1280,520,1,Main Warehouse,In Stock,119
1281,520,2,East Coast Distribution Center,Low Stock,9
1282,521,3,West Coast Distribution Center,Out of Stock,0
1283,522,1,Main Warehouse,Out of Stock,0
1284,523,2,East Coast Distribution Center,Low Stock,4
1285,523,3,West Coast Distribution Center,Out of Stock,0
1286,523,1,Main Warehouse,In Stock,711
1287,524,3,West Coast Distribution Center,In Stock,259
1288,524,2,East Coast Distribution Center,Low Stock,10
1289,524,1,Main Warehouse,In Stock,415
1290,525,1,Main Warehouse,Low Stock,8
1291,526,2,East Coast Distribution Center,In Stock,484
1292,526,3,West Coast Distribution Center,Low Stock,4
1293,527,3,West Coast Distribution Center,In Stock,905
1294,527,2,East Coast Distribution Center,In Stock,548
1295,528,1,Main Warehouse,Low Stock,2
1296,528,2,East Coast Distribution Center,In Stock,989
1297,529,2,East Coast Distribution Center,In Stock,487
1298,529,1,Main Warehouse,In Stock,735
1299,529,3,West Coast Distribution Center,Low Stock,5
1300,530,1,Main Warehouse,In Stock,838
1301,530,3,West Coast Distribution Center,In Stock,62
1302,531,3,West Coast Distribution Center,Out of Stock,0
1303,531,1,Main Warehouse,Low Stock,3
1304,531,2,East Coast Distribution Center,In Stock,132
1305,532,2,East Coast Distribution Center,Out of Stock,0
1306,532,1,Main Warehouse,Out of Stock,0
1307,532,3,West Coast Distribution Center,In Stock,306
1308,533,3,West Coast Distribution Center,Out of Stock,0
1309,533,1,Main Warehouse,Out of Stock,0
1310,534,3,West Coast Distribution Center,In Stock,543
1311,534,2,East Coast Distribution Center,Low Stock,8
1312,534,1,Main Warehouse,In Stock,112
1313,535,1,Main Warehouse,In Stock,51
1314,535,3,West Coast Distribution Center,Out of Stock,0
1315,536,3,West Coast Distribution Center,In Stock,504
1316,536,2,East Coast Distribution Center,Out of Stock,0
1317,537,1,Main Warehouse,Out of Stock,0
1318,537,3,West Coast Distribution Center,Low Stock,9
1319,537,2,East Coast Distribution Center,In Stock,533
1320,538,2,East Coast Distribution Center,In Stock,521
1321,538,3,West Coast Distribution Center,Out of Stock,0
1322,539,3,West Coast Distribution Center,In Stock,467
1323,539,2,East Coast Distribution Center,Out of Stock,0
1324,540,3,West Coast Distribution Center,Out of Stock,0
1325,541,3,West Coast Distribution Center,Out of Stock,0
1326,541,1,Main Warehouse,In Stock,609
1327,542,3,West Coast Distribution Center,Low Stock,8
1328,542,1,Main Warehouse,Out of Stock,0
1329,542,2,East Coast Distribution Center,Low Stock,5
1330,543,2,East Coast Distribution Center,In Stock,848
1331,544,3,West Coast Distribution Center,In Stock,986
1332,544,2,East Coast Distribution Center,In Stock,639
1333,544,1,Main Warehouse,In Stock,671
1334,545,3,West Coast Distribution Center,Out of Stock,0
1335,546,1,Main Warehouse,In Stock,244
1336,546,2,East Coast Distribution Center,In Stock,841
1337,547,3,West Coast Distribution Center,In Stock,90
1338,547,1,Main Warehouse,In Stock,724
1339,548,3,West Coast Distribution Center,Low Stock,1
1340,549,3,West Coast Distribution Center,Out of Stock,0
1341,549,2,East Coast Distribution Center,In Stock,458
1342,549,1,Main Warehouse,Out of Stock,0
1343,550,1,Main Warehouse,In Stock,180
1344,550,3,West Coast Distribution Center,In Stock,336
1345,551,1,Main Warehouse,Low Stock,7
1346,552,3,West Coast Distribution Center,Out of Stock,0
1347,552,2,East Coast Distribution Center,Low Stock,2
1348,552,1,Main Warehouse,Out of Stock,0
1349,553,3,West Coast Distribution Center,Out of Stock,0
1350,553,2,East Coast Distribution Center,Low Stock,9
1351,554,1,Main Warehouse,In Stock,809
1352,555,2,East Coast Distribution Center,Out of Stock,0
1353,555,1,Main Warehouse,Low Stock,1
1354,556,2,East Coast Distribution Center,Out of Stock,0
1355,557,2,East Coast Distribution Center,Low Stock,7
1356,557,1,Main Warehouse,Out of Stock,0
1357,558,2,East Coast Distribution Center,Low Stock,3
1358,558,3,West Coast Distribution Center,Low Stock,9
1359,558,1,Main Warehouse,In Stock,615
1360,559,3,West Coast Distribution Center,Low Stock,9
1361,559,2,East Coast Distribution Center,Out of Stock,0
1362,559,1,Main Warehouse,Out of Stock,0
1363,560,2,East Coast Distribution Center,Low Stock,7
1364,560,1,Main Warehouse,In Stock,519
1365,560,3,West Coast Distribution Center,Low Stock,5
1366,561,2,East Coast Distribution Center,Low Stock,7
1367,562,3,West Coast Distribution Center,Low Stock,3
1368,562,2,East Coast Distribution Center,In Stock,523
1369,562,1,Main Warehouse,Out of Stock,0
1370,563,3,West Coast Distribution Center,In Stock,683
1371,563,1,Main Warehouse,Out of Stock,0
1372,563,2,East Coast Distribution Center,Out of Stock,0
1373,564,1,Main Warehouse,In Stock,437
1374,564,3,West Coast Distribution Center,Out of Stock,0
1375,564,2,East Coast Distribution Center,Low Stock,8
1376,565,2,East Coast Distribution Center,Out of Stock,0
1377,565,1,Main Warehouse,Out of Stock,0
1378,565,3,West Coast Distribution Center,Low Stock,9
1379,566,2,East Coast Distribution Center,Low Stock,3
1380,566,1,Main Warehouse,Out of Stock,0
1381,567,1,Main Warehouse,Low Stock,9
1382,567,2,East Coast Distribution Center,Low Stock,2
1383,568,2,East Coast Distribution Center,In Stock,996
1384,568,3,West Coast Distribution Center,In Stock,628
1385,568,1,Main Warehouse,Low Stock,5
1386,569,1,Main Warehouse,Out of Stock,0
1387,569,2,East Coast Distribution Center,Out of Stock,0
1388,570,1,Main Warehouse,In Stock,833
1389,570,2,East Coast Distribution Center,Low Stock,7
1390,570,3,West Coast Distribution Center,Out of Stock,0
1391,571,1,Main Warehouse,In Stock,230
1392,572,2,East Coast Distribution Center,In Stock,822
1393,572,1,Main Warehouse,Low Stock,3
1394,573,2,East Coast Distribution Center,In Stock,107
1395,573,1,Main Warehouse,Low Stock,4
1396,574,2,East Coast Distribution Center,In Stock,200
1397,574,1,Main Warehouse,In Stock,929
1398,574,3,West Coast Distribution Center,Low Stock,10
1399,575,3,West Coast Distribution Center,In Stock,615
1400,575,1,Main Warehouse,Out of Stock,0
1401,575,2,East Coast Distribution Center,Low Stock,10
1402,576,1,Main Warehouse,Out of Stock,0
1403,576,2,East Coast Distribution Center,Out of Stock,0
1404,576,3,West Coast Distribution Center,Out of Stock,0
1405,577,2,East Coast Distribution Center,Low Stock,3
1406,578,2,East Coast Distribution Center,Low Stock,4
1407,578,3,West Coast Distribution Center,Low Stock,10
1408,579,2,East Coast Distribution Center,Out of Stock,0
1409,579,3,West Coast Distribution Center,In Stock,833
1410,579,1,Main Warehouse,In Stock,816
1411,580,2,East Coast Distribution Center,In Stock,644
1412,581,1,Main Warehouse,Low Stock,3
1413,581,2,East Coast Distribution Center,Out of Stock,0
1414,582,3,West Coast Distribution Center,Out of Stock,0
1415,582,2,East Coast Distribution Center,Low Stock,7
1416,582,1,Main Warehouse,Low Stock,8
1417,583,2,East Coast Distribution Center,Low Stock,6
1418,584,3,West Coast Distribution Center,In Stock,792
1419,584,2,East Coast Distribution Center,In Stock,908
1420,584,1,Main Warehouse,In Stock,905
1421,585,1,Main Warehouse,Out of Stock,0
1422,585,3,West Coast Distribution Center,Out of Stock,0
1423,586,2,East Coast Distribution Center,Low Stock,6
1424,586,3,West Coast Distribution Center,Low Stock,5
1425,587,1,Main Warehouse,Out of Stock,0
1426,588,2,East Coast Distribution Center,Out of Stock,0
1427,588,1,Main Warehouse,Out of Stock,0
1428,588,3,West Coast Distribution Center,Low Stock,9
1429,589,1,Main Warehouse,In Stock,250
1430,589,3,West Coast Distribution Center,In Stock,889
1431,589,2,East Coast Distribution Center,Low Stock,2
1432,590,3,West Coast Distribution Center,Out of Stock,0
1433,590,1,Main Warehouse,Low Stock,6
1434,590,2,East Coast Distribution Center,Low Stock,3
1435,591,2,East Coast Distribution Center,Low Stock,5
1436,592,2,East Coast Distribution Center,Out of Stock,0
1437,592,3,West Coast Distribution Center,In Stock,819
1438,593,3,West Coast Distribution Center,Out of Stock,0
1439,594,3,West Coast Distribution Center,In Stock,106
1440,595,1,Main Warehouse,Out of Stock,0
1441,596,3,West Coast Distribution Center,In Stock,189
1442,597,1,Main Warehouse,Out of Stock,0
1443,597,2,East Coast Distribution Center,Out of Stock,0
1444,598,2,East Coast Distribution Center,In Stock,113
1445,598,3,West Coast Distribution Center,Out of Stock,0
1446,599,1,Main Warehouse,In Stock,651
1447,599,2,East Coast Distribution Center,Out of Stock,0
1448,599,3,West Coast Distribution Center,In Stock,816
1449,600,3,West Coast Distribution Center,Out of Stock,0
1450,600,2,East Coast Distribution Center,Low Stock,2
1451,600,1,Main Warehouse,Out of Stock,0
1452,601,1,Main Warehouse,In Stock,691
1453,602,1,Main Warehouse,Low Stock,1
1454,603,1,Main Warehouse,In Stock,184
1455,604,2,East Coast Distribution Center,Out of Stock,0
1456,604,3,West Coast Distribution Center,Low Stock,3
1457,604,1,Main Warehouse,Low Stock,3
1458,605,1,Main Warehouse,Low Stock,3
1459,605,2,East Coast Distribution Center,In Stock,484
1460,606,3,West Coast Distribution Center,In Stock,191
1461,606,2,East Coast Distribution Center,Low Stock,7
1462,607,1,Main Warehouse,In Stock,182
1463,607,2,East Coast Distribution Center,In Stock,308
1464,607,3,West Coast Distribution Center,In Stock,411
1465,608,3,West Coast Distribution Center,Out of Stock,0
1466,608,1,Main Warehouse,Out of Stock,0
1467,609,1,Main Warehouse,Out of Stock,0
1468,609,2,East Coast Distribution Center,Low Stock,4
1469,609,3,West Coast Distribution Center,In Stock,152
1470,610,2,East Coast Distribution Center,Low Stock,2
1471,610,1,Main Warehouse,In Stock,938
1472,611,2,East Coast Distribution Center,Out of Stock,0
1473,612,1,Main Warehouse,Out of Stock,0
1474,612,2,East Coast Distribution Center,Out of Stock,0
1475,612,3,West Coast Distribution Center,In Stock,256
1476,613,1,Main Warehouse,Out of Stock,0
1477,613,3,West Coast Distribution Center,Low Stock,8
1478,614,3,West Coast Distribution Center,Out of Stock,0
1479,614,1,Main Warehouse,In Stock,976
1480,614,2,East Coast Distribution Center,Low Stock,10
1481,615,3,West Coast Distribution Center,Low Stock,10
1482,615,2,East Coast Distribution Center,Low Stock,2
1483,615,1,Main Warehouse,Out of Stock,0
1484,616,2,East Coast Distribution Center,Low Stock,7
1485,616,3,West Coast Distribution Center,Low Stock,1
1486,616,1,Main Warehouse,Out of Stock,0
1487,617,3,West Coast Distribution Center,In Stock,461
1488,617,1,Main Warehouse,Low Stock,1
1489,618,2,East Coast Distribution Center,In Stock,906
1490,619,3,West Coast Distribution Center,Low Stock,7
1491,619,2,East Coast Distribution Center,Low Stock,9
1492,619,1,Main Warehouse,Out of Stock,0
1493,620,2,East Coast Distribution Center,In Stock,811
1494,620,3,West Coast Distribution Center,Out of Stock,0
1495,620,1,Main Warehouse,Low Stock,1
1496,621,1,Main Warehouse,Out of Stock,0
1497,621,2,East Coast Distribution Center,Out of Stock,0
1498,621,3,West Coast Distribution Center,Low Stock,7
1499,622,1,Main Warehouse,Out of Stock,0
1500,622,3,West Coast Distribution Center,Low Stock,6
1501,623,3,West Coast Distribution Center,Out of Stock,0
1502,624,1,Main Warehouse,Out of Stock,0
1503,624,2,East Coast Distribution Center,Low Stock,3
1504,624,3,West Coast Distribution Center,Out of Stock,0
1505,625,1,Main Warehouse,In Stock,456
1506,625,2,East Coast Distribution Center,In Stock,824
1507,625,3,West Coast Distribution Center,Out of Stock,0
1508,626,2,East Coast Distribution Center,Low Stock,3
1509,626,1,Main Warehouse,In Stock,481
1510,626,3,West Coast Distribution Center,Out of Stock,0
1511,627,3,West Coast Distribution Center,In Stock,871
1512,628,2,East Coast Distribution Center,Low Stock,8
1513,629,2,East Coast Distribution Center,In Stock,900
1514,629,1,Main Warehouse,In Stock,966
1515,629,3,West Coast Distribution Center,Low Stock,8
1516,630,1,Main Warehouse,Low Stock,5
1517,631,3,West Coast Distribution Center,Out of Stock,0
1518,632,1,Main Warehouse,Low Stock,1
1519,632,2,East Coast Distribution Center,In Stock,202
1520,632,3,West Coast Distribution Center,Low Stock,1
1521,633,2,East Coast Distribution Center,Out of Stock,0
1522,633,1,Main Warehouse,Low Stock,5
1523,633,3,West Coast Distribution Center,Out of Stock,0
1524,634,2,East Coast Distribution Center,Low Stock,3
1525,634,1,Main Warehouse,Low Stock,9
1526,635,3,West Coast Distribution Center,In Stock,203
1527,636,3,West Coast Distribution Center,Out of Stock,0
1528,637,3,West Coast Distribution Center,Out of Stock,0
1529,637,1,Main Warehouse,Low Stock,9
1530,638,3,West Coast Distribution Center,Out of Stock,0
1531,638,1,Main Warehouse,Low Stock,2
1532,639,3,West Coast Distribution Center,In Stock,163
1533,639,2,East Coast Distribution Center,Low Stock,9
1534,640,1,Main Warehouse,In Stock,775
1535,640,2,East Coast Distribution Center,Out of Stock,0
1536,640,3,West Coast Distribution Center,In Stock,488
1537,641,2,East Coast Distribution Center,Low Stock,1
1538,642,1,Main Warehouse,In Stock,107
1539,642,3,West Coast Distribution Center,Out of Stock,0
1540,643,3,West Coast Distribution Center,In Stock,961
1541,643,1,Main Warehouse,In Stock,520
1542,644,2,East Coast Distribution Center,Low Stock,6
1543,645,3,West Coast Distribution Center,Out of Stock,0
1544,645,1,Main Warehouse,Low Stock,2
1545,646,1,Main Warehouse,Low Stock,4
1546,647,2,East Coast Distribution Center,In Stock,894
1547,647,3,West Coast Distribution Center,In Stock,751
1548,648,3,West Coast Distribution Center,In Stock,873
1549,648,2,East Coast Distribution Center,In Stock,61
1550,649,3,West Coast Distribution Center,Low Stock,1
1551,650,1,Main Warehouse,Low Stock,4
1552,651,2,East Coast Distribution Center,In Stock,346
1553,651,1,Main Warehouse,In Stock,214
1554,652,2,East Coast Distribution Center,Out of Stock,0
1555,652,3,West Coast Distribution Center,Low Stock,3
1556,652,1,Main Warehouse,In Stock,134
1557,653,1,Main Warehouse,In Stock,640
1558,653,2,East Coast Distribution Center,Low Stock,9
1559,654,1,Main Warehouse,Low Stock,5
1560,654,2,East Coast Distribution Center,Low Stock,5
1561,655,3,West Coast Distribution Center,In Stock,525
1562,656,1,Main Warehouse,Low Stock,3
1563,657,2,East Coast Distribution Center,Low Stock,3
1564,657,1,Main Warehouse,In Stock,570
1565,658,1,Main Warehouse,Low Stock,4
1566,658,3,West Coast Distribution Center,Low Stock,2
1567,659,2,East Coast Distribution Center,Low Stock,7
1568,659,1,Main Warehouse,Low Stock,4
1569,659,3,West Coast Distribution Center,In Stock,530
1570,660,2,East Coast Distribution Center,Out of Stock,0
1571,660,1,Main Warehouse,Out of Stock,0
1572,661,3,West Coast Distribution Center,Out of Stock,0
1573,661,2,East Coast Distribution Center,In Stock,393
1574,662,2,East Coast Distribution Center,In Stock,910
1575,662,1,Main Warehouse,In Stock,296
1576,663,2,East Coast Distribution Center,Low Stock,7
1577,663,3,West Coast Distribution Center,In Stock,441
1578,663,1,Main Warehouse,Out of Stock,0
1579,664,3,West Coast Distribution Center,Low Stock,1
1580,664,2,East Coast Distribution Center,Low Stock,1
1581,665,2,East Coast Distribution Center,In Stock,54
1582,666,3,West Coast Distribution Center,In Stock,520
1583,666,2,East Coast Distribution Center,Low Stock,8
1584,667,2,East Coast Distribution Center,In Stock,594
1585,668,2,East Coast Distribution Center,In Stock,317
1586,668,1,Main Warehouse,Out of Stock,0
1587,669,3,West Coast Distribution Center,Low Stock,8
1588,669,2,East Coast Distribution Center,Low Stock,9
1589,670,2,East Coast Distribution Center,Out of Stock,0
1590,671,3,West Coast Distribution Center,In Stock,668
1591,672,2,East Coast Distribution Center,In Stock,745
1592,672,3,West Coast Distribution Center,In Stock,828
1593,673,3,West Coast Distribution Center,In Stock,603
1594,674,3,West Coast Distribution Center,Low Stock,1
1595,675,2,East Coast Distribution Center,Low Stock,2
1596,675,3,West Coast Distribution Center,In Stock,699
1597,675,1,Main Warehouse,In Stock,506
1598,676,2,East Coast Distribution Center,Low Stock,8
1599,676,1,Main Warehouse,Out of Stock,0
1600,676,3,West Coast Distribution Center,Out of Stock,0
1601,677,1,Main Warehouse,In Stock,223
1602,678,3,West Coast Distribution Center,In Stock,393
1603,678,1,Main Warehouse,Low Stock,5
1604,678,2,East Coast Distribution Center,Out of Stock,0
1605,679,3,West Coast Distribution Center,Out of Stock,0
1606,679,1,Main Warehouse,Low Stock,9
1607,680,1,Main Warehouse,In Stock,265
1608,680,2,East Coast Distribution Center,Out of Stock,0
1609,680,3,West Coast Distribution Center,Low Stock,4
1610,681,2,East Coast Distribution Center,Out of Stock,0
1611,682,3,West Coast Distribution Center,Low Stock,6
1612,682,2,East Coast Distribution Center,Out of Stock,0
1613,682,1,Main Warehouse,Low Stock,1
1614,683,3,West Coast Distribution Center,Low Stock,7
1615,683,1,Main Warehouse,Out of Stock,0
1616,683,2,East Coast Distribution Center,Low Stock,3
1617,684,1,Main Warehouse,Out of Stock,0
1618,684,2,East Coast Distribution Center,Out of Stock,0
1619,684,3,West Coast Distribution Center,Low Stock,1
1620,685,1,Main Warehouse,Out of Stock,0
1621,686,3,West Coast Distribution Center,In Stock,569
1622,686,2,East Coast Distribution Center,Out of Stock,0
1623,687,3,West Coast Distribution Center,Out of Stock,0
1624,688,1,Main Warehouse,Low Stock,7
1625,688,2,East Coast Distribution Center,Low Stock,4
1626,689,1,Main Warehouse,Out of Stock,0
1627,689,2,East Coast Distribution Center,In Stock,448
1628,689,3,West Coast Distribution Center,Low Stock,4
1629,690,2,East Coast Distribution Center,In Stock,488
1630,690,1,Main Warehouse,Out of Stock,0
1631,690,3,West Coast Distribution Center,Low Stock,2
1632,691,1,Main Warehouse,In Stock,795
1633,691,3,West Coast Distribution Center,In Stock,265
1634,691,2,East Coast Distribution Center,Out of Stock,0
1635,692,3,West Coast Distribution Center,In Stock,822
1636,692,2,East Coast Distribution Center,Low Stock,1
1637,692,1,Main Warehouse,In Stock,455
1638,693,1,Main Warehouse,Low Stock,10
1639,693,3,West Coast Distribution Center,Low Stock,6
1640,694,3,West Coast Distribution Center,Out of Stock,0
1641,695,3,West Coast Distribution Center,Low Stock,7
1642,695,1,Main Warehouse,Out of Stock,0
1643,696,3,West Coast Distribution Center,In Stock,604
1644,696,1,Main Warehouse,In Stock,437
1645,696,2,East Coast Distribution Center,Low Stock,9
1646,697,3,West Coast Distribution Center,Low Stock,1
1647,697,1,Main Warehouse,In Stock,989
1648,697,2,East Coast Distribution Center,In Stock,465
1649,698,3,West Coast Distribution Center,Low Stock,9
1650,698,1,Main Warehouse,In Stock,999
1651,699,3,West Coast Distribution Center,Out of Stock,0
1652,700,3,West Coast Distribution Center,Out of Stock,0
1653,701,2,East Coast Distribution Center,Out of Stock,0
1654,701,3,West Coast Distribution Center,Out of Stock,0
1655,701,1,Main Warehouse,Out of Stock,0
1656,702,3,West Coast Distribution Center,In Stock,396
1657,703,1,Main Warehouse,In Stock,695
1658,703,2,East Coast Distribution Center,Out of Stock,0
1659,704,1,Main Warehouse,Low Stock,2
1660,704,2,East Coast Distribution Center,Out of Stock,0
1661,705,2,East Coast Distribution Center,Low Stock,7
1662,705,1,Main Warehouse,Out of Stock,0
1663,706,3,West Coast Distribution Center,In Stock,660
1664,707,3,West Coast Distribution Center,Out of Stock,0
1665,707,1,Main Warehouse,Out of Stock,0
1666,708,1,Main Warehouse,Out of Stock,0
1667,708,2,East Coast Distribution Center,In Stock,125
1668,709,2,East Coast Distribution Center,In Stock,422
1669,709,3,West Coast Distribution Center,Out of Stock,0
1670,710,3,West Coast Distribution Center,In Stock,82
1671,710,1,Main Warehouse,In Stock,442
1672,711,3,West Coast Distribution Center,In Stock,521
1673,712,3,West Coast Distribution Center,Low Stock,10
1674,713,1,Main Warehouse,Out of Stock,0
1675,714,1,Main Warehouse,Low Stock,9
1676,714,2,East Coast Distribution Center,Out of Stock,0
1677,715,2,East Coast Distribution Center,Out of Stock,0
1678,716,1,Main Warehouse,In Stock,409
1679,717,2,East Coast Distribution Center,Low Stock,3
1680,717,1,Main Warehouse,Low Stock,4
1681,717,3,West Coast Distribution Center,Out of Stock,0
1682,718,2,East Coast Distribution Center,In Stock,692
1683,719,1,Main Warehouse,Low Stock,6
1684,720,1,Main Warehouse,In Stock,246
1685,720,3,West Coast Distribution Center,In Stock,244
1686,721,2,East Coast Distribution Center,In Stock,661
1687,721,3,West Coast Distribution Center,Out of Stock,0
1688,721,1,Main Warehouse,Out of Stock,0
1689,722,1,Main Warehouse,In Stock,409
1690,722,2,East Coast Distribution Center,In Stock,168
1691,722,3,West Coast Distribution Center,In Stock,424
1692,723,2,East Coast Distribution Center,In Stock,349
1693,723,3,West Coast Distribution Center,Low Stock,10
1694,723,1,Main Warehouse,In Stock,79
1695,724,3,West Coast Distribution Center,In Stock,184
1696,724,1,Main Warehouse,In Stock,997
1697,725,3,West Coast Distribution Center,Out of Stock,0
1698,725,1,Main Warehouse,In Stock,462
1699,726,1,Main Warehouse,Out of Stock,0
1700,726,2,East Coast Distribution Center,In Stock,487
1701,727,3,West Coast Distribution Center,In Stock,782
1702,728,1,Main Warehouse,Out of Stock,0
1703,728,2,East Coast Distribution Center,Out of Stock,0
1704,728,3,West Coast Distribution Center,Low Stock,3
1705,729,3,West Coast Distribution Center,Out of Stock,0
1706,729,2,East Coast Distribution Center,Out of Stock,0
1707,730,3,West Coast Distribution Center,Out of Stock,0
1708,730,2,East Coast Distribution Center,Out of Stock,0
1709,730,1,Main Warehouse,In Stock,970
1710,731,1,Main Warehouse,Low Stock,4
1711,731,3,West Coast Distribution Center,In Stock,273
1712,731,2,East Coast Distribution Center,Out of Stock,0
